Ngram,Year_Added,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
sh85025774,church vestments,2004,9.51218967308598e-09,9.196448584603e-09,9.62442928247505e-09,9.522414141927005e-09,9.167634542379359e-09,9.395753003999767e-09,9.894511642556075e-09,1.0582560813765516e-08,1.1133509541873454e-08,1.1029900097436762e-08,1.1322463067318732e-08,1.1420196684153172e-08,1.149256505437814e-08,1.1009607687323399e-08,9.950184312403278e-09,9.642384684851616e-09,9.675096797632073e-09,9.496619911584076e-09,9.642325581335881e-09,1.005213337816018e-08,1.035546910424115e-08,1.0719253550756092e-08,1.0923426067447179e-08,1.0858776350319845e-08,1.1403717157580454e-08,1.1840066349974193e-08,1.140119277756987e-08,1.1810150197085915e-08,1.177124263638093e-08,1.1837458434106807e-08,1.2136776761175115e-08,1.2349504784367867e-08,1.1923083192382537e-08,1.183817127659026e-08,1.1796810351984353e-08,1.1618440447820028e-08,1.1162383804972999e-08,1.0835353597495243e-08,9.90831677964908e-09,9.32126480763478e-09,8.866026885127293e-09,7.997298529010703e-09,7.678080931714754e-09,7.3272131583872e-09,6.9162803849629315e-09,6.711174854684818e-09,6.998938634255762e-09,6.855875536263914e-09,6.986225456473427e-09,7.187424600797743e-09
sh85025969,cigars,2005,4.268474407667644e-06,4.183873115083669e-06,4.071320918361497e-06,4.077139475742611e-06,3.952755173939279e-06,3.874653499331475e-06,3.9036185897102504e-06,3.853796230573133e-06,3.815483675925472e-06,3.82430656637545e-06,3.703624339587212e-06,3.8243616325795255e-06,3.851626044526887e-06,3.7552365364517625e-06,3.6900712214237407e-06,3.677097291185074e-06,3.6654278058724906e-06,3.697017591559088e-06,3.5313650863352408e-06,3.4694894134542e-06,3.4330324083494238e-06,3.416811163326622e-06,3.4173494311378967e-06,3.5332018729067923e-06,3.8079765828716305e-06,4.097503588944878e-06,4.315712569877878e-06,4.5524365712572494e-06,4.726526676412339e-06,4.868993181189209e-06,4.894217359470035e-06,4.831731662254871e-06,4.802273922702657e-06,4.819275362900789e-06,4.835466368841024e-06,4.943746672446897e-06,5.121716769859037e-06,5.281906475522953e-06,5.389428438335889e-06,5.393176671468244e-06,5.449577116249512e-06,5.589239442244842e-06,5.679607088228648e-06,5.61829237010892e-06,5.763980130273221e-06,5.911839014057201e-06,6.087492200420657e-06,6.2306973166436725e-06,6.24843898780203e-06,6.261460041862704e-06
sh85026014,cinematography,2002,5.208300880975986e-07,5.3234013604464e-07,5.377594638987052e-07,5.347035462048763e-07,5.282558320010564e-07,5.215159362325796e-07,5.235982353147499e-07,5.28765810375071e-07,5.452587014101054e-07,5.724602040636199e-07,5.777042341755563e-07,5.906093939556497e-07,6.202688830267422e-07,6.245396782263752e-07,6.257791680893053e-07,5.912969763653092e-07,5.566117031363274e-07,5.603180981466774e-07,5.648400023767049e-07,5.400762456529111e-07,5.437809112064056e-07,5.357551968142304e-07,5.699514199392273e-07,5.808205263715751e-07,6.073688275619328e-07,6.076162192543819e-07,6.193869003766339e-07,6.348087401104477e-07,6.337751121881071e-07,6.28894710670668e-07,6.360933602221223e-07,6.189172966387935e-07,6.401111975250627e-07,6.67072009379936e-07,6.849201353784086e-07,6.954478379507126e-07,6.781640401846978e-07,6.56289087061997e-07,6.332693139980694e-07,5.994863184621239e-07,5.723353548636933e-07,5.368860642897862e-07,5.330905396372772e-07,5.315129567847305e-07,5.250878833783817e-07,5.110199706607041e-07,4.952657520485016e-07,4.746868476843598e-07,4.627033131268665e-07,4.3279727273727586e-07
sh85027307,coal,2006,7.402380405773824e-05,8.01603218304775e-05,8.639050921958649e-05,9.202680248790949e-05,0.00010105769438722645,0.00010977815117502523,0.00012092494993741634,0.00012932336872584563,0.00013311529403320908,0.0001343240370981625,0.00013505594661826245,0.00013306015356406959,0.00012931970982323863,0.00012203470260696767,0.00011430515643101208,0.00010673337613084545,9.907166428027678e-05,9.058160757211941e-05,8.321640484476046e-05,7.73207206124881e-05,7.248348963932632e-05,6.855476724801707e-05,6.513012846430374e-05,6.132797309932973e-05,5.6986075603776155e-05,5.27370641413595e-05,4.854963029485492e-05,4.4077969308979814e-05,4.04085008496462e-05,3.718375414497877e-05,3.5254927043961383e-05,3.3591298683982296e-05,3.244635280782409e-05,3.133791588679976e-05,3.095134865011156e-05,3.0300316796734158e-05,2.9828420598636868e-05,2.912723015443155e-05,2.8447380598219994e-05,2.7864767027623423e-05,2.7617762505001962e-05,2.6391114048090777e-05,2.552183503719299e-05,2.475748536447085e-05,2.4032796346187384e-05,2.370131701102678e-05,2.336424750829429e-05,2.283228757050543e-05,2.2869486813518327e-05,2.2639354430247817e-05
sh85027364,coal mines and mining,2004,4.59258509867555e-08,4.8472172935187796e-08,5.025308533537776e-08,5.525288982990586e-08,6.313510166948224e-08,7.07701211710313e-08,8.327042605449364e-08,9.223862674747777e-08,9.669190191971149e-08,1.091638737400956e-07,1.1153156309816139e-07,1.168013793685244e-07,1.2110831462339156e-07,1.2197628269828522e-07,1.1746151517218394e-07,1.1537770618818713e-07,1.0891246472397031e-07,1.1020900469855901e-07,1.045218857243949e-07,1.0269498951270433e-07,9.460087795957829e-08,9.428256014600209e-08,9.121956369974117e-08,8.279996656219781e-08,7.337947965279802e-08,6.643108704894914e-08,5.3357135002976956e-08,4.6851730647889944e-08,3.902453244085193e-08,3.457685601131783e-08,3.196595848585702e-08,3.037278312140576e-08,2.783529951622518e-08,2.6362262172337425e-08,2.548728460078999e-08,2.1849735787536435e-08,1.9852162817405154e-08,1.7470612488932176e-08,1.5503208275182856e-08,1.380368054334264e-08,1.1332417391885745e-08,7.808463284198723e-09,7.521348274356197e-09,6.427114726834501e-09,5.490940005756625e-09,2.7491655712831774e-09,1.5537606474253745e-09,7.263080663520253e-10,7.206095643808031e-10,7.627337953938773e-10
sh85027407,coal tar colors,2001,3.519891130301933e-09,3.906132603481715e-09,3.5695957694333496e-09,3.5136288382777084e-09,3.506739803300312e-09,3.5113213616473026e-09,7.968461874468297e-09,8.153964860456244e-09,7.897471941290377e-09,8.04242588299729e-09,7.90976048448926e-09,7.6058247477917e-09,7.271406111159744e-09,2.504963943118181e-09,2.054049889998228e-09,1.6330915037935221e-09,1.6952690744254093e-09,1.5277709033383641e-09,1.5053174921841883e-09,1.4523108762225829e-09,1.448537729249149e-09,1.5755538158856996e-09,1.556987263820079e-09,1.3121858882208277e-09,1.3534680360598778e-09,1.0749788802166815e-09,1.5591885218451437e-09,1.666417463840648e-09,1.5462710323464547e-09,1.5232162193274626e-09,1.3899834403514294e-09,1.2354553808562635e-09,1.2094396074913139e-09,6.629097766751103e-10,6.677738317663527e-10,7.269280450401222e-10,1.1870761561227905e-09,1.5231600400598758e-09,1.6148711911340948e-09,1.6197562197756143e-09,1.6979522113721603e-09,1.560275635379257e-09,1.4447420343399742e-09,9.998525544214448e-10,6.274615147897464e-10,5.22337880290039e-10,6.416747146032701e-10,5.671244417369363e-10,5.765596354512238e-10,6.272520376368607e-10
sh85027414,coalbed methane,2003,1.754766940607888e-08,1.525500079452291e-08,1.3253389535144988e-08,1.2208650417011581e-08,7.532803578323501e-09,1.1641860205025e-08,1.754810595841086e-08,2.37451718347405e-08,2.950453216069412e-08,3.7312482480222105e-08,5.038162072009452e-08,6.070264902987327e-08,6.789017197177315e-08,8.435128512687685e-08,8.617665758224787e-08,9.2824488407754e-08,1.0513107523424381e-07,1.195320965595833e-07,1.4450453278166173e-07,1.8765708841364528e-07,1.983408070872772e-07,2.4748454051222247e-07,2.86848927040407e-07,2.889256952075655e-07,2.84037779296753e-07,2.6495267475338886e-07,2.271366394953186e-07,2.1798809688732192e-07,1.825668711183591e-07,1.5717468693766743e-07,1.5786390807318823e-07,1.5560431673375394e-07,1.5606244669827407e-07,1.568206180915006e-07,1.4282159789447929e-07,1.302788028300004e-07,1.0983219461988387e-07,9.514773004600955e-08,8.067842486343084e-08,6.751474733941918e-08,5.861623836212708e-08,5.6094996162984034e-08,5.0461694876229624e-08,4.90406054128629e-08,4.482145186549388e-08,4.4375404309460193e-08,4.323695289695387e-08,4.0416847523853473e-08,3.812914058654027e-08,3.8202773857548555e-08
sh85027727,cofferdams,2002,4.336490051683878e-07,4.090491956293407e-07,4.016004193294065e-07,3.929281021208026e-07,3.800227685263732e-07,3.508319528658774e-07,3.565166561756467e-07,3.328028137521937e-07,3.3522959976342586e-07,3.3365981670988027e-07,3.4196572851345946e-07,3.483221057069037e-07,3.473736660655956e-07,3.34932784391542e-07,3.261825150481117e-07,3.1893308659028004e-07,3.058548537087011e-07,2.8287560630993867e-07,2.5217785933062675e-07,2.4018076332401365e-07,2.2012625975085088e-07,2.143278525069165e-07,1.9839532128747483e-07,1.940043704226624e-07,1.8751928961795767e-07,1.9206181561319336e-07,1.8772237601635028e-07,1.7780132938133698e-07,1.8254733413868615e-07,1.782089981744054e-07,1.7410328608911357e-07,1.662369635914627e-07,1.559284582623523e-07,1.521604552034785e-07,1.4938697047935303e-07,1.363937967668078e-07,1.3201836048367825e-07,1.201206392007928e-07,1.1340406074170877e-07,1.1244649119820928e-07,1.0502397514502992e-07,1.0609787458860733e-07,9.860203154313241e-08,8.961064321232655e-08,8.070228386451519e-08,8.054995258051962e-08,7.259409046954577e-08,7.170658460874575e-08,6.127885680204394e-08,6.07965974881372e-08
sh85027731,coffins,2005,3.6142202982335225e-06,3.534229916969667e-06,3.4514520069114465e-06,3.398826044234692e-06,3.29240864642719e-06,3.2411160311272235e-06,3.14463777573903e-06,3.0965411987143665e-06,3.0614641216316393e-06,3.1093123676160467e-06,3.090581280166101e-06,3.0890432832745517e-06,3.1069376951752193e-06,3.129986800837997e-06,3.1806213430221212e-06,3.2443181243229805e-06,3.2711540128581496e-06,3.335605319626908e-06,3.4067314553778582e-06,3.449382059187968e-06,3.5611724058665084e-06,3.574698109624412e-06,3.584738061927971e-06,3.651825793666931e-06,3.7006924731629705e-06,3.768441505834596e-06,3.854428213253111e-06,3.904644551187236e-06,4.034690869011782e-06,4.1516669593338475e-06,4.260003057733609e-06,4.396859406432689e-06,4.5158695570093096e-06,4.641623260759145e-06,4.7580902307926235e-06,4.908155516947432e-06,5.110428980359306e-06,5.268169085309483e-06,5.498712576812647e-06,5.587093783849091e-06,5.661989211281151e-06,5.827900345051653e-06,5.93961075898227e-06,6.00341644118928e-06,6.0631143186531065e-06,6.095383536712171e-06,6.312755257311685e-06,6.435181887252603e-06,6.458951497798072e-06,6.4938938214853525e-06
sh85028802,combinatorial analysis,2006,9.434586779183407e-08,9.010293738898056e-08,8.616434426604128e-08,8.18854437004928e-08,7.458236160111177e-08,6.933551385515262e-08,6.556931496370934e-08,6.019557406006237e-08,5.5476442317934997e-08,5.2048925581233655e-08,4.934121956845505e-08,4.541189719998412e-08,3.9475631386747575e-08,3.716946155327535e-08,3.752461902664649e-08,3.6352662385290875e-08,3.4706074720959005e-08,3.55804052475888e-08,3.5070608589327876e-08,3.6053011358580915e-08,3.4540698413072975e-08,3.482428862738069e-08,3.530078907411955e-08,3.4925599263352376e-08,3.2493470385098443e-08,3.293744336104108e-08,3.0782048014710295e-08,3.031409962336465e-08,2.8229686980379982e-08,2.8560974362827422e-08,2.9251424022079338e-08,2.9471643764322764e-08,2.8019198677005563e-08,2.8747998531796533e-08,2.879551176819738e-08,2.8087124426851813e-08,2.5678144944688408e-08,2.3301416164633885e-08,2.2491281800774658e-08,2.381489694410726e-08,2.3905031450116972e-08,2.394060335863099e-08,2.3157091574904246e-08,2.178017653062049e-08,2.088190325838711e-08,1.9298127228916817e-08,1.6733979252876137e-08,1.430295244163789e-08,1.2132336156545076e-08,1.2154638020893394e-08
sh85028840,combustion gases,2005,4.486040630514304e-07,4.5527806746964437e-07,4.5311381392451616e-07,4.6194450903270475e-07,4.779088409298129e-07,4.564791325866498e-07,4.6344107126547457e-07,4.7539360137795797e-07,4.748204347858928e-07,4.751568022440851e-07,4.789817803204207e-07,4.788885829370781e-07,4.883095014546003e-07,4.684894914136683e-07,4.4998178392160633e-07,4.336851824024635e-07,4.202823562316335e-07,3.861282154055917e-07,3.6908106857057116e-07,3.478770207885775e-07,3.4018245792621114e-07,3.3340573510095315e-07,3.176504422766029e-07,3.0238833958285264e-07,2.906801621498288e-07,2.683116589473543e-07,2.4338937661772374e-07,2.2218954356647718e-07,2.0144363026077171e-07,1.8995477376465566e-07,1.7879390856833414e-07,1.6591984010972237e-07,1.5566455258329638e-07,1.4952792377303276e-07,1.4269354462708478e-07,1.3534054952341853e-07,1.2668465833111574e-07,1.1656393284328486e-07,1.1541866730958663e-07,1.1988211211605227e-07,1.1786398053629479e-07,1.1289335160749987e-07,1.089442347931846e-07,1.0671243678884404e-07,1.0430593987440344e-07,9.76032656308959e-08,8.741989367642977e-08,8.372434113536331e-08,8.195560302834416e-08,8.181309631410255e-08
sh85029478,computer animation,2001,3.5360434032238874e-08,3.643657234819741e-08,3.825499272913646e-08,4.0097402073272354e-08,3.963274910637589e-08,3.9209068739792e-08,4.188062983366744e-08,4.4017245678730695e-08,4.5516432055458285e-08,4.737200089590428e-08,5.258086823435394e-08,6.402606258018584e-08,7.756696464102295e-08,9.180853968131824e-08,1.0496611415571662e-07,1.1899634401507253e-07,1.3502207158247456e-07,1.5193796617330284e-07,1.6739469509389443e-07,1.7914940925922325e-07,1.9127972483315832e-07,2.05666927944068e-07,2.2170247002971574e-07,2.3245293970291676e-07,2.398141318131486e-07,2.4461997354168925e-07,2.47312535791736e-07,2.511376646432972e-07,2.4745577993348246e-07,2.4620420154890044e-07,2.451547702808246e-07,2.408500805139792e-07,2.3321518302891439e-07,2.2391521102709177e-07,2.121373785489433e-07,2.0695941643133643e-07,1.9428974793446264e-07,1.7839709257705792e-07,1.6736270859710988e-07,1.681972082433302e-07,1.6343836650648575e-07,1.548500389865977e-07,1.4577714791423215e-07,1.364552804279761e-07,1.307355230628142e-07,1.2023810303583055e-07,1.0241158095467391e-07,9.61492204054846e-08,9.103172745883459e-08,8.53426523131362e-08
sh85029513,computer networks,2002,4.207321111469875e-07,4.849597414896545e-07,5.530320971424325e-07,6.216371530964088e-07,7.233000087451219e-07,8.446025189978327e-07,9.490315907469721e-07,1.0001495243675988e-06,1.0517241842606031e-06,1.0905019142925878e-06,1.1196185096882286e-06,1.1685025662805582e-06,1.2118651117535336e-06,1.2542917239868691e-06,1.296243161899183e-06,1.3411019425015047e-06,1.3796370761990997e-06,1.4264388115900468e-06,1.4775845284878408e-06,1.5208364611130661e-06,1.5527077128916648e-06,1.6548988506915368e-06,1.800287287276524e-06,1.9483098302701996e-06,2.1203755269743966e-06,2.2745403193740902e-06,2.420572377398456e-06,2.706060143261044e-06,3.0358547156449285e-06,3.289889849726216e-06,3.3554994917495728e-06,3.3561121071980227e-06,3.2573805900986845e-06,3.1430147665823955e-06,2.8878718257034245e-06,2.435427449632274e-06,1.9964002150457683e-06,1.7380852175504147e-06,1.5392644259169803e-06,1.4012873308620608e-06,1.2643855576513583e-06,1.116339068024812e-06,1.058011664927914e-06,1.0148576653200392e-06,9.578532898708958e-07,8.633259820860712e-07,8.098262243738168e-07,7.775200685846789e-07,7.568824590603595e-07,7.450112367267392e-07
sh85030715,concrete dams,2004,1.477233504444675e-07,1.4498550539865373e-07,1.4188694409204378e-07,1.4742117399443468e-07,1.423723451453902e-07,1.4240780139443805e-07,1.432617589340403e-07,1.3700296650973054e-07,1.347991732651115e-07,1.3758413142998605e-07,1.3078957148058926e-07,1.2946249218691112e-07,1.3045345504382267e-07,1.2293820951773354e-07,1.2702081801701677e-07,1.3046978560671672e-07,1.2849840217224462e-07,1.2790177120737346e-07,1.3795208311448426e-07,1.3330874444556336e-07,1.3028112494323625e-07,1.255874405630844e-07,1.1551435307247117e-07,1.0547345544622318e-07,9.901157527241902e-08,8.141377718661111e-08,7.932596162034598e-08,7.660859937639555e-08,7.048869842134408e-08,6.926550732828741e-08,7.298134580052288e-08,6.867217585603984e-08,6.651098847321576e-08,6.32243974981501e-08,6.327968220750023e-08,6.066102389548238e-08,5.684229696160748e-08,5.108217014957292e-08,4.92721190390891e-08,4.614281079154007e-08,4.405032037572976e-08,4.3382560197228436e-08,4.198703277840626e-08,4.076643126370294e-08,4.016093590548545e-08,4.4036155799967454e-08,4.345345399203131e-08,4.400242599109094e-08,4.149967252481401e-08,4.397905861014406e-08
sh85031519,containerization,2004,6.793541685451432e-07,6.585829645078257e-07,6.142219291331111e-07,5.818939448095401e-07,5.19668034846107e-07,4.7329581423604425e-07,4.331863799606522e-07,3.8761155105979897e-07,3.5052193460927537e-07,3.305900285035088e-07,3.22224335141258e-07,3.1075648335303546e-07,2.950861038778547e-07,2.8119786757083154e-07,2.629915173527262e-07,2.4393871815922563e-07,2.3076130869006947e-07,2.0523595452342662e-07,1.8399205716392625e-07,1.7427338249036338e-07,1.6022435351398248e-07,1.4983464659477725e-07,1.4117041994812387e-07,1.378470212212712e-07,1.3267543527012426e-07,1.2921241076110528e-07,1.1722611582435213e-07,1.1136894868019846e-07,1.0614756206991927e-07,1.0090994309151185e-07,9.20366425110976e-08,8.52852328525809e-08,7.752374091434177e-08,7.544251675506035e-08,7.260973790626513e-08,7.208835774252004e-08,6.924933324389418e-08,6.755557986626304e-08,6.467657963459589e-08,6.686632136950715e-08,6.587302435542247e-08,6.535825570807128e-08,6.39751890785939e-08,7.345864894569526e-08,7.776754644640441e-08,8.368518679933991e-08,8.832208153482831e-08,9.113055514896329e-08,9.669592066705035e-08,1.0365687045429256e-07
sh85031771,african american cooking,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.402505691755934e-12,7.402505691755934e-12,7.402505691755934e-12,7.402505691755934e-12,7.402505691755934e-12,7.402505691755934e-12,1.4054517470464744e-11,2.6624398618319792e-11,8.574781509840257e-11,9.84725074299713e-11,3.110373620369382e-10,3.955780539442534e-10,4.1473944863741023e-10,6.412628840633618e-10,8.513914831079613e-10,9.482683269565077e-10,1.049431763711084e-09,8.991760590072926e-10,1.0073231058806341e-09,1.0686900174329749e-09,9.335191825903572e-10,7.437905648531386e-10,6.772249864070038e-10,8.36105173191675e-10,8.757720858034088e-10,9.688026531800326e-10,1.0376267979759847e-09,1.0910963362967659e-09,1.125002321459131e-09,1.6122722284223861e-09,1.3823120941542604e-09,1.3686637815154716e-09,1.218712254129934e-09,1.2258219479160154e-09,1.2534057634387234e-09,1.4000972214933683e-09,7.408884963866491e-10
sh85031830,hawaiian cooking,2004,3.2593219095877757e-10,3.681162152879835e-10,6.834539693449197e-10,6.565345370531821e-10,6.758129135673941e-10,7.683455498825558e-10,7.125561817176796e-10,6.937350153660546e-10,6.558506689124943e-10,3.5616445061083443e-10,3.152660072487062e-10,2.9628320085049534e-10,2.5309150806864164e-10,2.500686483283435e-10,2.6211973117822625e-10,2.3707592982012496e-10,3.5843104823471023e-10,3.5406198954844395e-10,3.9557882416147676e-10,4.4751485552988307e-10,4.883406774196836e-10,5.471846249914338e-10,6.121505990600415e-10,5.289165434994659e-10,5.59195951448694e-10,5.277171343758586e-10,4.864626781754731e-10,4.761605063614243e-10,4.098601869601775e-10,3.672678763293786e-10,3.7023719655558477e-10,3.3865999736680333e-10,3.289667308400571e-10,3.1317912350749463e-10,3.05157111881092e-10,3.155212014279866e-10,3.1368640720666873e-10,3.311480107983021e-10,4.227208057800651e-10,4.1893605548911795e-10,4.4095828278483447e-10,4.3617225406863575e-10,4.74431172919105e-10,5.266694104642612e-10,4.893807739999748e-10,3.8915411567800156e-10,3.715370927581674e-10,3.5615994644263204e-10,3.5331281511563615e-10,3.08420570332979e-10
sh85031957,cooking brandy,2003,2.9697357767366483e-10,2.972291190950216e-10,3.249607712548415e-10,3.728269359903891e-10,3.7526956145736024e-10,4.36957985667468e-10,4.0410116126337366e-10,4.415717796373603e-10,4.610585985419048e-10,4.875925754424923e-10,4.603948561673502e-10,4.486695925501724e-10,4.363221118733726e-10,4.5964397615442087e-10,4.767542764342167e-10,5.729580931725296e-10,5.590363350809519e-10,6.510033395293721e-10,6.588855800245978e-10,6.855023716326577e-10,7.467394683753031e-10,7.526017428308559e-10,7.154284218618174e-10,7.162910027019061e-10,6.129613404150446e-10,6.930367767760919e-10,7.251195745040993e-10,6.341752435690129e-10,6.753980167798332e-10,6.575268132548639e-10,6.519919143267915e-10,7.121906333522928e-10,7.758776919553068e-10,7.857969210838573e-10,8.897029764706346e-10,9.974266655665698e-10,1.1931072880658596e-09,1.4816720157343318e-09,1.6978231286157719e-09,1.7170384070417218e-09,1.895287022810055e-09,2.0144095922575156e-09,2.004751719541667e-09,1.9654441088039007e-09,1.824981526266486e-09,1.7615296158738992e-09,1.7824741187024073e-09,1.7339766977588398e-09,1.6918566485280006e-09,1.7506848947954068e-09
sh85031996,cooking dates,2006,2.0665418855314588e-10,2.3690365918982436e-10,2.0707844582597742e-10,2.0106809372239757e-10,2.3784614853036446e-10,2.3424375831883534e-10,2.544696824289895e-10,2.447041993639384e-10,3.4881076598531584e-10,3.714536099343389e-10,3.926089374241469e-10,4.104102841303739e-10,4.000498434504023e-10,4.175412391830121e-10,5.421064039136591e-10,4.1440112502225517e-10,4.097605394873646e-10,4.3501863421026496e-10,4.277224883799034e-10,4.5016615385759124e-10,4.62833531421149e-10,3.6051751266847585e-10,3.6326859377742796e-10,3.9216856547888817e-10,3.5933536453908974e-10,3.3547116324940593e-10,3.388529367812484e-10,3.1212034544227304e-10,3.791102907792419e-10,3.901305052820904e-10,3.695625858906355e-10,4.048647508517586e-10,4.431429677574451e-10,4.431875927754117e-10,7.352861186979024e-10,7.396426278989082e-10,8.110540919425979e-10,9.297095613211172e-10,1.0031682052507357e-09,1.022783693056211e-09,1.0700532523547477e-09,8.521286533534423e-10,8.802876364352334e-10,9.559312389281364e-10,8.816930657795652e-10,8.390977020354486e-10,8.158196082971461e-10,8.335660194499124e-10,8.274279456044198e-10,7.944881176558116e-10
sh85032032,cooking herring,2004,7.330235550495612e-11,9.443203857761873e-11,7.869336548134895e-11,7.530888412876635e-11,9.015289011347708e-11,9.71434648991806e-11,9.71434648991806e-11,7.210581437488983e-11,5.430318645146696e-11,6.976406406931725e-11,7.681583890798268e-11,6.081150315449614e-11,4.538939710196921e-11,4.538939710196921e-11,5.2381264008844703e-11,4.4619496093943416e-11,4.2299203326498105e-11,3.375233723465091e-11,2.6494788505994548e-11,3.282459968516933e-11,3.282459968516933e-11,3.20862850178294e-11,5.6311212637272234e-11,5.5433103543897235e-11,4.907076679518317e-11,5.515485290708e-11,5.482729349891104e-11,7.125771748455506e-11,8.150594286794797e-11,6.760635900311078e-11,7.017812125071591e-11,8.949936674710176e-11,8.853003994573656e-11,9.727275830056266e-11,1.096921759773701e-10,1.0739054239126767e-10,1.2156798930613403e-10,1.3738749027325525e-10,1.2309773835182472e-10,1.377174966327959e-10,1.541523575454562e-10,1.5175934318735684e-10,1.629345230164907e-10,1.587945905720137e-10,2.3186840790643893e-10,2.5783229916166913e-10,2.9164025956112434e-10,3.038704999430708e-10,3.2760504170559204e-10,3.650994853665601e-10
sh85032042,cooking leeks,2004,1.4755179716940958e-11,1.1804143773552766e-11,2.915424614687486e-11,4.0704209843970116e-11,4.8458171007594226e-11,4.0026639740770826e-11,6.295918449282313e-11,7.059526822244294e-11,7.059526822244294e-11,6.94983232669382e-11,6.123806868342716e-11,5.3484107519803055e-11,6.758152024111119e-11,4.4648975489058884e-11,5.099662557319005e-11,5.787914542484554e-11,6.869943750780522e-11,6.760717283623866e-11,6.760717283623866e-11,7.882900483162964e-11,8.516432697946996e-11,7.118059316571897e-11,7.03543052189242e-11,7.472932540632447e-11,9.31353248491616e-11,1.1138758368048737e-10,9.207059073479407e-11,1.0216569306823305e-10,1.1316687815018537e-10,1.1743598999993032e-10,8.677980011172006e-11,6.201146392016886e-11,6.421824233096959e-11,7.296096068579568e-11,6.614715025721196e-11,9.30130159401291e-11,1.2679269340803197e-10,1.3701060623340566e-10,1.8732554099168804e-10,1.7476031088528972e-10,1.9509265086362478e-10,1.9870445120655818e-10,1.709875301863268e-10,1.472453671888133e-10,1.469062693913527e-10,1.0692312957646547e-10,1.1092765099331357e-10,8.849206437067103e-11,8.767069709092468e-11,9.182564431053919e-11
sh85032094,cooking rabbit meat,2003,0.0,1.253126075129174e-11,1.0442717292743117e-11,1.720499734744355e-11,1.720499734744355e-11,2.5314497521998293e-11,2.5314497521998293e-11,2.5314497521998293e-11,1.6363596985361337e-11,1.6363596985361337e-11,8.109500174554744e-12,1.5739298753203457e-11,7.629798578648713e-12,1.5032304270404648e-11,1.5032304270404648e-11,1.5032304270404648e-11,1.5032304270404648e-11,1.5032304270404648e-11,7.402505691755934e-12,7.402505691755934e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042438126829186e-11,3.042438126829186e-11,3.042438126829186e-11,3.042438126829186e-11,3.042438126829186e-11,4.5864098233546915e-11,5.123125931419789e-11,2.080687804590602e-11,2.080687804590602e-11,2.080687804590602e-11,2.080687804590602e-11,2.080687804590602e-11,1.071818378098729e-11,2.6134023021048438e-11,2.6134023021048438e-11,2.6134023021048438e-11,3.0489693524556514e-11,3.6587632229467815e-11,4.573454028683477e-11
sh85032123,cooking sprouts,2003,2.948646708744729e-11,2.358917366995783e-11,3.897510439387908e-11,4.126466033950647e-11,6.386262649657074e-11,5.5431095229747336e-11,6.3075276648553e-11,7.071136037817283e-11,7.071136037817283e-11,6.188397661374293e-11,6.148115003212773e-11,5.223795255487091e-11,5.223795255487091e-11,4.4593771136065237e-11,4.394955431332091e-11,5.77145940166319e-11,5.655444763290924e-11,6.818685596313553e-11,4.641420878589589e-11,5.2744019965070674e-11,1.1609723946093276e-10,1.0910537255405726e-10,9.534033285074628e-11,1.0103251618257377e-10,1.0052175808009497e-10,1.1877401691142075e-10,1.1244420573224595e-10,6.552141071766319e-11,7.102200325863933e-11,1.0716070639975911e-10,1.196219616417249e-10,1.0587602124388442e-10,9.273852172309027e-11,1.074834918489222e-10,1.1028629547303405e-10,1.047857029320579e-10,6.864699979093812e-11,4.392326879194235e-11,5.92189318415759e-11,6.199797966677245e-11,7.843284008379747e-11,8.565644076966424e-11,8.565644076966424e-11,1.1111001255963743e-10,1.308676426154636e-10,1.469029486349844e-10,1.4495830577554436e-10,1.3274155443813532e-10,1.2225030501800127e-10,1.528128812725016e-10
sh85032557,cordage,2000,7.370859112804801e-07,7.250188738774919e-07,6.977062567796456e-07,6.810288803776478e-07,6.548549589208537e-07,6.508848492582058e-07,6.372014037352158e-07,6.259625714715682e-07,6.163095341650748e-07,6.179596586981213e-07,6.154097468321392e-07,6.134479292884053e-07,5.947253435159958e-07,5.841696222253937e-07,5.474682411572047e-07,5.317127104522065e-07,5.151782116404244e-07,5.037210925506622e-07,4.7331674396819794e-07,4.6122355430375234e-07,4.458035560740703e-07,4.429402874503838e-07,4.345237974494123e-07,4.34457183042961e-07,4.24394128171924e-07,4.290880142572958e-07,4.219470402948486e-07,4.128451775591211e-07,4.092741602052768e-07,3.9482299780660026e-07,3.7767699540300746e-07,3.732776943932148e-07,3.560090908916973e-07,3.4612807524562436e-07,3.4574238863896423e-07,3.293121896697543e-07,3.1723424098045733e-07,3.017519559966478e-07,2.750204377739706e-07,2.5581693192151214e-07,2.3925186223106414e-07,2.214077563823802e-07,2.081078674278409e-07,2.0164741859668036e-07,2.0664944028836847e-07,2.1273192768654435e-07,2.2246708070112038e-07,2.2506545248728954e-07,2.280472081915563e-07,2.382604998704338e-07
